7792314,10
5792333,75
2143979,25
7290936,99
3106276,50
9552644,25
5428031,500
2991721,99
1051660,10
3352679,10
9779245,150
6581486,99
2624768,75
6287096,75
9583657,25
5016595,50
9623115,100
6838058,75
6363136,10
5136399,150
8517572,150
2848738,100
5461574,50
8172250,500
7834429,50
8061646,75
6292508,200
9411981,50
7372615,10
7891071,25
8004556,10
2272929,500
4486956,500
1211310,25
5521372,150
5459894,150
5010595,500
4385631,10
9928423,75
5695517,75
4896319,100
4731423,500
6034881,25
9961043,500
6793118,25
6097970,150
2238112,25
8035947,150
7859676,25
1165926,75
6966210,100
4809240,500
1344410,10
6582772,150
5706692,50
7344138,99
9274420,50
1124411,99
8914232,200
2266440,99
4155659,10
8710023,200
5121519,99
1612156,25
3975949,100
1117125,50
3183652,150
3888080,99
2265363,99
6698112,200
4266669,99
5537316,99
4878176,10
4106736,99
4120453,50
6691793,25
1633310,25
1832776,100
7590924,150
4964833,500
8376827,10
8302014,10
6788884,500
3045629,25
8683403,500
4497510,150
5517661,150
5507456,500
2568381,99
9723828,100
3688196,500
9367430,75
8439208,50
8157779,200
8219145,75
3674543,150
7182599,25
5841639,25
1861183,100
7646630,25
3834093,75
6963960,99
5665891,10
5660825,100
4196626,75
8658222,10
8200144,200
4149276,500
2700716,75
9572105,10
9819846,100
8661783,10
7552380,200
4107910,10
8491761,75
4428805,25
7890020,25
7797896,150
8584859,100
3895428,50
5471888,200
7802398,150
8005083,50
2131406,200
8578561,50
4710009,50
9763681,200
6715050,99
2272083,100
1616096,99
3249339,150
9369155,500
5148783,200
1043434,99
6612374,25
4703378,99
3577242,50
5272590,25
2909553,99
9703045,500
6311857,50
5265225,150
8169590,500
5878045,500
3661217,100
5558107,25
2186492,500
8229314,99
2627517,10
6156943,10
7907965,200
5527510,100
4425248,500
9418092,150
2653054,150
6230009,150
3008783,150
4227369,200
2404692,500
9366053,99
4819104,200
9535549,200
5426505,25
1629607,200
3952207,150
5835863,100
6420656,200
5414944,150
8170884,500
5451335,99
9080510,100
6449978,99
6198995,500
5950543,100
4987549,150
2522438,150
3454989,200
7179192,25
6781577,50
2480856,50
2407014,500
5902349,500
9025737,50
6434693,10
1183517,100
1822350,75
5660351,200
3215241,10
1441782,25
6940560,100
2521988,100
3400791,99
7069687,150
5770139,50
6814945,99
8691697,25
8928065,75
4663639,75
9232937,75
5707952,75
5603326,10
1055811,100
4969557,200
6435377,200
8990644,200
7188107,50
2949861,50
7447954,75
5918952,150
4417443,200
5258557,99
6420986,500
6172667,200
5417088,10
4042843,500
6166769,500
1786337,150
3252230,50
7672736,75
6343619,200
2320581,25
7516396,500
6319585,100
7502289,99
5824544,200
4464100,500
2189539,200
9089225,150
3122568,500
9120771,500
5160656,500
4840699,99
1376971,10
9800914,25
6708467,75
3941506,50
9806346,99
6457028,500
1819632,75
8743328,200
1176979,75
9783975,99
4667489,200
1289551,150
5637371,75
9578242,100
3922574,200
1635792,200
6511304,100
9143007,500
9444721,100
8879894,75
4454772,150
7855298,500
3727818,99
5711907,75
1782535,200
7600377,25
9558173,99
8171266,500
1585859,150
2028766,25
2554516,25
1278145,100
1670395,200
9369833,500
1665718,99
5863228,50
4180519,150
7070732,150
7909808,150
8182952,25
3102398,10
1155164,25
6764431,200
6125469,500
3088363,500
7627500,50
5890859,100
4268234,150
9752788,500
8151856,500
8150581,25
7328219,200
7930323,75
7832980,75
2111855,100
4486181,150
7862545,50
6804454,10
1162666,25
1649601,500
8532319,100
6286195,150
1417850,99
5593012,500
9905861,10
3708733,10
2458627,25
5952505,100
1827462,75
3413683,10
3266559,75
8219885,75
6750322,75
6937580,99
2755703,75
5114394,25
2833232,500
4164251,10
1271183,75
3167624,50
9751696,99
6535813,75
4856743,75
8966622,200
1036629,99
7144978,500
9845937,75
5592506,10
7734072,25
5923066,99
2921237,75
7820022,75
5843980,100
2018540,10
3030698,50
5954858,25
1324957,150
7673109,150
3990452,150
3395155,100
5650821,500
2941029,50
4637236,25
1205883,25
1066946,200
2718089,75
9237659,99
4311741,100
9259991,25
8574090,50
3124162,150
8065046,99
1695165,150
6757521,150
2552193,150
1604184,99
3907957,50
1407941,150
8768448,100
9798652,100
6677098,25
4629593,50
4295383,150
9889031,500
9853490,75
9124239,25
9369652,200
8427090,150
3364162,200
1207257,50
3307143,150
2601422,100
1376657,150
5888592,200
3615001,25
3552791,100
3741682,25
3389864,100
3913857,100
7600751,200
5917120,10
5044260,150
1130597,25
9168637,99
4207191,25
2997850,500
1071961,200
7282218,10
6943508,500
8195292,25
7975377,25
5046723,99
2310014,10
2594034,500
6810378,100
3928758,50
2292189,100
7383824,500
3803764,100
4246049,150
7498646,50
9506024,10
4778022,100
3045221,75
4822317,99
2585559,10
2708623,10
9788205,150
6848314,500
6986899,200
5691258,75
5351215,75
5417780,75
6756034,150
6248865,25
8830539,500
7314526,500
4975256,500
7136444,99
6545553,150
7491333,150
1306824,99
9988684,500
1460261,100
7978006,100
7464111,500
4795030,100
5173276,100
5655027,99
6039125,100
6306597,75
9511724,75
6153812,500
3813651,75
2374619,100
7401755,99
6077209,10
4099441,75
7658968,10
1643591,150
4504487,10
9577925,100
2342003,150
1474637,50
3930459,75
4440369,75
3088801,150
6687048,99
5490192,500
7986760,100
5649310,99
3082278,50
4433789,200
9175010,75
2883759,10
8748317,99
7970441,75
6309371,50
8917975,75
3668792,75
6632666,200
3786366,75
9524111,10
4372936,150
8249120,50
5271398,75
2212423,10
5012363,99
9922722,99
4168029,500
4861668,50
2923506,50
5500234,500
6054320,99
8678231,150
8855518,99
7142687,150
6626171,25
5271385,10
8455789,10
8890359,50
4683905,25
1395117,50
5274971,500
6204412,75
6514446,25
7207945,10
2057906,25
4374264,100
6257981,75
2081418,99
7461902,50
5676341,99
2463433,150
9618971,150
1982851,99
3320541,99
8229282,75
7802093,200
7249918,50
2733544,150
4137896,10
9088489,500
4681563,200
2055745,150
5447919,10
7996178,25
8018474,75
9203401,500
4223412,10
5034427,500
1204259,100
1225453,50
3402240,200
4784485,99
1653752,100
7996681,500
3111599,50
4000217,10
3614483,100
3622471,75
4993692,25
8018782,100
2279089,200
2782832,25
7065678,75
5420934,75
1553404,75
8767659,10
7189400,50
5236825,500
6559212,100
9675873,99
8645751,150
4746142,10
3304841,100
2862682,500
4156762,99
7168112,150
5759059,75
